year,month,city,state,disaster_type,severity,latitude,longitude,pop_density,elevation_m,coast_km,annual_rainfall_mm,seismic_zone,affected_population,total_deaths,data_source,risk_level,season
2009,6,Kolkata,West Bengal,earthquake,4,23.356,93.21,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2009,10,Kolkata,West Bengal,earthquake,4,26.548,90.018,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2009,11,Kolkata,West Bengal,earthquake,4,26.922,89.178,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2009,12,Kolkata,West Bengal,earthquake,4,21.998,91.822,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2010,9,Kolkata,West Bengal,earthquake,6,23.407,90.648,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2011,1,Kolkata,West Bengal,earthquake,4,23.811,92.9,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2011,2,Kolkata,West Bengal,earthquake,4,23.248,90.998,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2011,4,Kolkata,West Bengal,earthquake,4,23.772,92.866,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2011,5,Kolkata,West Bengal,earthquake,4,25.102,92.307,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2011,6,Kolkata,West Bengal,earthquake,6,27.529,88.019,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2011,7,Kolkata,West Bengal,earthquake,4,24.532,92.072,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2011,8,Kolkata,West Bengal,earthquake,4,23.355,90.63,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2011,9,Kolkata,West Bengal,earthquake,4,25.759,91.178,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2011,10,Kolkata,West Bengal,earthquake,2,27.449,88.684,24252,9,130,1582,3,5000.0,0.0,usgs,Low,post-monsoon
2011,12,Kolkata,West Bengal,earthquake,4,27.504,87.955,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2012,1,Kolkata,West Bengal,earthquake,4,23.472,91.834,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2012,3,Kolkata,West Bengal,earthquake,6,26.087,87.777,24252,9,130,1582,3,220000.0,0.0,usgs,High,summer
2012,5,Kolkata,West Bengal,earthquake,4,27.328,87.974,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2012,6,Kolkata,West Bengal,earthquake,4,27.306,88.13,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2012,7,Kolkata,West Bengal,earthquake,4,23.054,93.074,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2012,8,Kolkata,West Bengal,earthquake,4,24.714,91.863,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2012,9,Kolkata,West Bengal,earthquake,4,27.33,88.642,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2012,11,Kolkata,West Bengal,earthquake,4,27.22,88.2,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2012,12,Kolkata,West Bengal,earthquake,4,24.209,91.782,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2013,2,Kolkata,West Bengal,earthquake,4,25.35,89.03,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2013,3,Kolkata,West Bengal,earthquake,6,24.677,92.222,24252,9,130,1582,3,220000.0,0.0,usgs,High,summer
2013,4,Kolkata,West Bengal,earthquake,4,27.333,87.853,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2013,6,Kolkata,West Bengal,earthquake,4,22.02,88.572,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2013,7,Kolkata,West Bengal,earthquake,4,26.267,90.7,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2013,8,Kolkata,West Bengal,earthquake,4,23.3104,88.4902,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2013,10,Kolkata,West Bengal,earthquake,6,27.2898,88.4022,24252,9,130,1582,3,220000.0,0.0,usgs,High,post-monsoon
2013,12,Kolkata,West Bengal,earthquake,4,26.5885,89.5628,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2014,1,Kolkata,West Bengal,earthquake,4,22.1231,92.7127,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2014,2,Kolkata,West Bengal,earthquake,4,24.4221,89.4984,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2014,4,Kolkata,West Bengal,earthquake,4,23.0504,93.1676,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2014,5,Kolkata,West Bengal,earthquake,4,26.5567,90.227,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2014,6,Kolkata,West Bengal,earthquake,4,24.1878,91.5293,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2014,7,Kolkata,West Bengal,earthquake,4,26.2364,89.5355,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2014,8,Kolkata,West Bengal,earthquake,4,23.6717,91.4071,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2014,9,Kolkata,West Bengal,earthquake,6,22.1989,93.244,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2014,12,Kolkata,West Bengal,earthquake,4,26.2946,91.6204,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2015,1,Kolkata,West Bengal,earthquake,4,22.6215,92.6144,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2015,4,Kolkata,West Bengal,earthquake,6,26.8644,88.055,24252,9,130,1582,3,220000.0,0.0,usgs,High,summer
2015,5,Kolkata,West Bengal,earthquake,4,22.1323,93.2059,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2015,6,Kolkata,West Bengal,earthquake,6,26.6384,90.41,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2015,7,Kolkata,West Bengal,earthquake,4,26.6628,90.5991,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2015,8,Kolkata,West Bengal,earthquake,4,25.432,89.5164,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2015,9,Kolkata,West Bengal,earthquake,4,26.0549,89.5568,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2015,10,Kolkata,West Bengal,earthquake,4,24.6819,92.4488,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2015,12,Kolkata,West Bengal,earthquake,4,24.4134,90.5812,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2016,2,Kolkata,West Bengal,earthquake,2,27.0268,89.1875,24252,9,130,1582,3,5000.0,0.0,usgs,Low,winter
2016,3,Kolkata,West Bengal,earthquake,4,25.9519,90.6891,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2016,4,Kolkata,West Bengal,earthquake,6,25.7595,90.5452,24252,9,130,1582,3,220000.0,0.0,usgs,High,summer
2016,5,Kolkata,West Bengal,earthquake,4,25.9006,90.2255,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2016,6,Kolkata,West Bengal,earthquake,4,22.7084,92.0667,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2016,10,Kolkata,West Bengal,earthquake,4,23.1261,92.8708,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2016,11,Kolkata,West Bengal,earthquake,4,24.6475,92.3284,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2017,1,Kolkata,West Bengal,earthquake,6,24.0151,92.0177,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2017,2,Kolkata,West Bengal,earthquake,4,25.548,91.1035,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2017,3,Kolkata,West Bengal,earthquake,4,27.1419,88.5534,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2017,4,Kolkata,West Bengal,earthquake,4,25.6263,90.8833,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2017,5,Kolkata,West Bengal,earthquake,4,27.3266,88.1714,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2017,7,Kolkata,West Bengal,earthquake,4,23.3761,90.7422,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2017,9,Kolkata,West Bengal,earthquake,4,25.275,90.2279,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2017,11,Kolkata,West Bengal,earthquake,4,24.0923,91.2855,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2017,12,Kolkata,West Bengal,earthquake,4,25.725,90.8605,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2018,1,Kolkata,West Bengal,earthquake,4,24.5706,89.5825,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2018,2,Kolkata,West Bengal,earthquake,4,22.5842,93.3372,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2018,3,Kolkata,West Bengal,earthquake,4,22.1644,92.8036,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2018,6,Kolkata,West Bengal,earthquake,4,27.1508,87.8133,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2018,8,Kolkata,West Bengal,earthquake,4,22.6926,87.7938,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2018,9,Kolkata,West Bengal,earthquake,6,26.3711,90.1611,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2019,1,Kolkata,West Bengal,earthquake,4,27.2579,86.9202,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2019,2,Kolkata,West Bengal,earthquake,4,22.4139,92.8472,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2019,3,Kolkata,West Bengal,earthquake,4,25.6452,90.9083,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2019,5,Kolkata,West Bengal,earthquake,4,23.2123,86.8925,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2019,7,Kolkata,West Bengal,earthquake,4,22.5443,86.4405,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2019,10,Kolkata,West Bengal,earthquake,4,22.5731,93.3104,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2019,11,Kolkata,West Bengal,earthquake,4,26.145,91.1372,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2020,1,Kolkata,West Bengal,earthquake,4,24.7732,91.7364,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2020,2,Kolkata,West Bengal,earthquake,6,26.3386,90.7847,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2020,4,Kolkata,West Bengal,earthquake,4,23.4203,86.989,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2020,6,Kolkata,West Bengal,earthquake,6,23.1449,93.2856,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2020,7,Kolkata,West Bengal,earthquake,6,23.1162,93.3092,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2020,8,Kolkata,West Bengal,earthquake,6,23.1636,93.3258,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2020,9,Kolkata,West Bengal,earthquake,4,26.2803,91.3167,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2020,10,Kolkata,West Bengal,earthquake,4,23.1224,92.2965,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2020,11,Kolkata,West Bengal,earthquake,4,25.7773,91.1728,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2020,12,Kolkata,West Bengal,earthquake,4,26.1291,90.5453,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2021,2,Kolkata,West Bengal,earthquake,4,20.054,91.0101,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2021,4,Kolkata,West Bengal,earthquake,6,27.1863,88.9412,24252,9,130,1582,3,220000.0,0.0,usgs,High,summer
2021,7,Kolkata,West Bengal,earthquake,6,25.9603,90.3499,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2021,8,Kolkata,West Bengal,earthquake,4,20.4478,92.3214,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2021,10,Kolkata,West Bengal,earthquake,4,22.5257,92.7906,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2021,11,Kolkata,West Bengal,earthquake,4,25.9374,91.4838,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2022,1,Kolkata,West Bengal,earthquake,4,26.8706,89.2113,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2022,7,Kolkata,West Bengal,earthquake,6,27.1316,86.7827,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2022,10,Kolkata,West Bengal,earthquake,4,25.1215,92.205,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2022,12,Kolkata,West Bengal,earthquake,4,19.1042,89.8755,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2023,1,Kolkata,West Bengal,earthquake,4,25.7328,90.4362,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2023,2,Kolkata,West Bengal,earthquake,4,25.6554,90.4081,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2023,4,Kolkata,West Bengal,earthquake,4,26.0018,87.3828,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2023,5,Kolkata,West Bengal,earthquake,4,21.6539,93.1376,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2023,6,Kolkata,West Bengal,earthquake,6,24.7339,92.0224,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2023,7,Kolkata,West Bengal,earthquake,4,25.722,91.3559,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2023,8,Kolkata,West Bengal,earthquake,6,24.9796,92.2481,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2023,9,Kolkata,West Bengal,earthquake,4,23.9369,90.5926,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2023,10,Kolkata,West Bengal,earthquake,4,25.9206,90.5798,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2023,11,Kolkata,West Bengal,earthquake,4,21.033,92.127,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2023,12,Kolkata,West Bengal,earthquake,6,23.1475,90.9317,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2024,1,Kolkata,West Bengal,earthquake,4,22.1702,93.1736,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2024,3,Kolkata,West Bengal,earthquake,4,25.7414,90.2866,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2024,4,Kolkata,West Bengal,earthquake,4,21.9812,92.651,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2024,5,Kolkata,West Bengal,earthquake,4,25.7318,91.0047,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2024,7,Kolkata,West Bengal,earthquake,4,24.3726,92.6936,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2024,8,Kolkata,West Bengal,earthquake,4,27.1586,88.1937,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2024,9,Kolkata,West Bengal,earthquake,4,20.7407,89.4934,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2024,11,Kolkata,West Bengal,earthquake,4,27.4254,88.33,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2024,12,Kolkata,West Bengal,earthquake,4,25.6193,90.5843,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2000,1,Lucknow,UP,earthquake,4,27.785,85.813,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2000,2,Lucknow,UP,earthquake,4,28.494,82.145,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2000,5,Lucknow,UP,earthquake,4,29.398,81.573,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2000,10,Lucknow,UP,earthquake,4,29.211,81.875,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2001,4,Lucknow,UP,earthquake,4,29.248,81.321,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2001,7,Lucknow,UP,earthquake,6,27.957,85.178,2400,123,1100,890,3,220000.0,0.0,usgs,High,monsoon
2001,9,Lucknow,UP,earthquake,4,29.762,80.488,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2001,11,Lucknow,UP,earthquake,6,29.51,81.739,2400,123,1100,890,3,220000.0,0.0,usgs,High,post-monsoon
2001,12,Lucknow,UP,earthquake,4,29.612,81.78,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2002,3,Lucknow,UP,earthquake,4,29.625,84.419,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2002,5,Lucknow,UP,earthquake,4,29.442,81.928,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2002,6,Lucknow,UP,earthquake,6,30.595,81.44,2400,123,1100,890,3,220000.0,0.0,usgs,High,monsoon
2002,7,Lucknow,UP,earthquake,2,26.897,84.511,2400,123,1100,890,3,5000.0,0.0,usgs,Low,monsoon
2002,8,Lucknow,UP,earthquake,2,30.273,81.246,2400,123,1100,890,3,5000.0,0.0,usgs,Low,monsoon
2002,10,Lucknow,UP,earthquake,2,30.708,84.097,2400,123,1100,890,3,5000.0,0.0,usgs,Low,post-monsoon
2002,11,Lucknow,UP,earthquake,4,28.855,82.208,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2003,1,Lucknow,UP,earthquake,4,28.622,81.95,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2003,3,Lucknow,UP,earthquake,4,29.748,80.566,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2003,5,Lucknow,UP,earthquake,4,29.511,81.86,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2003,7,Lucknow,UP,earthquake,4,28.698,82.045,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2003,8,Lucknow,UP,earthquake,4,30.169,82.219,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2003,9,Lucknow,UP,earthquake,4,30.583,80.432,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2003,11,Lucknow,UP,earthquake,4,28.297,83.773,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2003,12,Lucknow,UP,earthquake,4,30.469,83.278,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2004,3,Lucknow,UP,earthquake,4,30.467,82.631,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2004,4,Lucknow,UP,earthquake,4,29.705,81.051,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2004,5,Lucknow,UP,earthquake,4,28.512,82.702,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2004,7,Lucknow,UP,earthquake,8,30.694,83.672,2400,123,1100,890,3,900000.0,0.0,usgs,High,monsoon
2004,8,Lucknow,UP,earthquake,4,30.366,83.359,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2004,9,Lucknow,UP,earthquake,4,29.502,81.575,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2004,10,Lucknow,UP,earthquake,6,31.024,81.154,2400,123,1100,890,3,220000.0,0.0,usgs,High,post-monsoon
2004,11,Lucknow,UP,earthquake,2,28.16,84.414,2400,123,1100,890,3,5000.0,0.0,usgs,Low,post-monsoon
2004,12,Lucknow,UP,earthquake,4,30.481,81.24,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2005,1,Lucknow,UP,earthquake,4,29.646,80.696,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2005,3,Lucknow,UP,earthquake,4,28.126,84.282,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2005,4,Lucknow,UP,earthquake,8,30.491,83.662,2400,123,1100,890,3,900000.0,0.0,usgs,High,summer
2005,5,Lucknow,UP,earthquake,4,30.246,83.475,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2005,6,Lucknow,UP,earthquake,4,30.598,83.529,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2005,7,Lucknow,UP,earthquake,2,30.145,83.539,2400,123,1100,890,3,5000.0,0.0,usgs,Low,monsoon
2005,8,Lucknow,UP,earthquake,2,29.974,80.586,2400,123,1100,890,3,5000.0,0.0,usgs,Low,monsoon
2005,9,Lucknow,UP,earthquake,2,30.567,81.546,2400,123,1100,890,3,5000.0,0.0,usgs,Low,monsoon
2005,10,Lucknow,UP,earthquake,4,28.39,84.863,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2005,11,Lucknow,UP,earthquake,6,29.731,81.868,2400,123,1100,890,3,220000.0,0.0,usgs,High,post-monsoon
2005,12,Lucknow,UP,earthquake,4,29.278,82.021,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2006,1,Lucknow,UP,earthquake,4,30.168,80.225,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2006,2,Lucknow,UP,earthquake,4,29.252,81.301,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2006,4,Lucknow,UP,earthquake,4,28.051,85.789,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2006,5,Lucknow,UP,earthquake,6,29.504,80.998,2400,123,1100,890,3,220000.0,0.0,usgs,High,summer
2006,7,Lucknow,UP,earthquake,4,30.171,83.675,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2006,8,Lucknow,UP,earthquake,4,29.052,83.602,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2006,9,Lucknow,UP,earthquake,4,29.76,80.521,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2006,10,Lucknow,UP,earthquake,4,29.854,80.545,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2006,11,Lucknow,UP,earthquake,2,29.82,80.655,2400,123,1100,890,3,5000.0,0.0,usgs,Low,post-monsoon
2006,12,Lucknow,UP,earthquake,2,30.082,83.732,2400,123,1100,890,3,5000.0,0.0,usgs,Low,winter
2007,1,Lucknow,UP,earthquake,4,31.038,82.73,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2007,2,Lucknow,UP,earthquake,4,29.567,81.451,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2007,3,Lucknow,UP,earthquake,4,29.44,81.144,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2007,5,Lucknow,UP,earthquake,2,31.139,82.623,2400,123,1100,890,3,5000.0,0.0,usgs,Low,summer
2007,6,Lucknow,UP,earthquake,2,30.613,80.601,2400,123,1100,890,3,5000.0,0.0,usgs,Low,monsoon
2007,8,Lucknow,UP,earthquake,4,29.213,82.196,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2007,10,Lucknow,UP,earthquake,4,27.945,85.38,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2007,11,Lucknow,UP,earthquake,4,30.084,83.267,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2008,1,Lucknow,UP,earthquake,2,30.341,83.492,2400,123,1100,890,3,5000.0,0.0,usgs,Low,winter
2008,2,Lucknow,UP,earthquake,2,28.232,83.677,2400,123,1100,890,3,5000.0,0.0,usgs,Low,winter
2008,3,Lucknow,UP,earthquake,4,29.76,81.531,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2008,4,Lucknow,UP,earthquake,2,30.309,83.689,2400,123,1100,890,3,5000.0,0.0,usgs,Low,summer
2008,5,Lucknow,UP,earthquake,2,29.087,85.37,2400,123,1100,890,3,5000.0,0.0,usgs,Low,summer
2008,6,Lucknow,UP,earthquake,4,27.863,85.714,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2008,7,Lucknow,UP,earthquake,2,30.597,83.684,2400,123,1100,890,3,5000.0,0.0,usgs,Low,monsoon
2008,8,Lucknow,UP,earthquake,8,30.901,83.52,2400,123,1100,890,3,900000.0,0.0,usgs,High,monsoon
2008,9,Lucknow,UP,earthquake,8,30.836,83.487,2400,123,1100,890,3,900000.0,0.0,usgs,High,monsoon
2008,10,Lucknow,UP,earthquake,4,30.833,83.533,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2008,11,Lucknow,UP,earthquake,4,30.74,83.637,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2008,12,Lucknow,UP,earthquake,6,29.948,82.051,2400,123,1100,890,3,220000.0,0.0,usgs,High,winter
2009,2,Lucknow,UP,earthquake,6,30.667,83.857,2400,123,1100,890,3,220000.0,0.0,usgs,High,winter
2009,3,Lucknow,UP,earthquake,4,30.634,83.734,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2009,6,Lucknow,UP,earthquake,4,30.794,83.485,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2009,9,Lucknow,UP,earthquake,6,30.888,83.49,2400,123,1100,890,3,220000.0,0.0,usgs,High,monsoon
2009,10,Lucknow,UP,earthquake,4,29.643,84.585,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2009,11,Lucknow,UP,earthquake,6,30.762,83.448,2400,123,1100,890,3,220000.0,0.0,usgs,High,post-monsoon
2009,12,Lucknow,UP,earthquake,4,30.686,83.769,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2010,1,Lucknow,UP,earthquake,6,30.646,83.791,2400,123,1100,890,3,220000.0,0.0,usgs,High,winter
2010,2,Lucknow,UP,earthquake,4,29.701,81.68,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2010,3,Lucknow,UP,earthquake,4,30.427,83.839,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2010,6,Lucknow,UP,earthquake,6,29.872,80.428,2400,123,1100,890,3,220000.0,0.0,usgs,High,monsoon
2010,7,Lucknow,UP,earthquake,6,29.841,80.397,2400,123,1100,890,3,220000.0,0.0,usgs,High,monsoon
2010,10,Lucknow,UP,earthquake,4,28.492,85.647,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2010,11,Lucknow,UP,earthquake,4,28.466,82.741,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2011,4,Lucknow,UP,earthquake,6,29.698,80.754,2400,123,1100,890,3,220000.0,0.0,usgs,High,summer
2011,5,Lucknow,UP,earthquake,4,30.323,80.433,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2011,7,Lucknow,UP,earthquake,4,30.342,83.727,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2011,8,Lucknow,UP,earthquake,4,29.548,81.527,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,monsoon
2011,11,Lucknow,UP,earthquake,4,30.212,83.002,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,post-monsoon
2012,1,Lucknow,UP,earthquake,4,29.456,81.89,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2012,2,Lucknow,UP,earthquake,4,29.682,81.086,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,winter
2012,3,Lucknow,UP,earthquake,4,29.015,82.321,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
2012,5,Lucknow,UP,earthquake,4,30.822,83.466,2400,123,1100,890,3,60000.0,0.0,usgs,Medium,summer
